order_id,outlet_id,item_sku,quantity,unit_price,order_ts,order_date,line_total
1fd55127-7bf2-4bdc-9382-573806b7e5ee,Leeds-Central,BURGER-01,3,10.99,2026-03-01 22:41:56.544142,2026-03-01,32.97
335e254b-29da-4a05-a76b-3f6c8a316a4f,Leeds-Central,BURGER-01,1,10.99,2026-04-17 22:02:01.482457,2026-04-17,10.99
7f21d043-0b87-4c89-9f1b-088ec3e7394b,Harrogate,WRAP-03,3,7.99,2026-05-12 03:49:08.586427,2026-05-12,23.97
17f13089-0142-4a85-be85-f6a42922b1bf,Bradford,BURGER-01,5,10.99,2026-03-18 15:54:42.840120,2026-03-18,54.95
f5ed6310-fdd6-4bbf-b3a6-64d4bc5268ff,Harrogate,BURGER-01,2,10.99,2026-03-02 23:50:19.020652,2026-03-02,21.98
446a9a7b-be5a-4346-8fc4-033ea33f996a,Harrogate,DRINK-04,3,3.49,2026-02-23 16:55:47.414140,2026-02-23,10.47
01d6dea3-5303-4591-ad83-7786cefd8f45,Leeds-Central,BURGER-01,1,10.99,2026-03-07 09:31:08.345808,2026-03-07,10.99
9b90028e-a799-4c4a-8496-b0af15a37bd1,Bradford,PIZZA-02,2,12.99,2026-05-07 18:44:10.941575,2026-05-07,25.98
e8f9fd61-2b54-45a7-86d4-c2f7da70c489,Leeds-Central,WRAP-03,5,7.99,2026-03-13 03:42:20.955853,2026-03-13,39.95
0c5021b8-c8e2-4c47-9b08-dcdf46ae040f,Leeds-Central,BURGER-01,3,10.99,2026-04-30 01:26:17.346598,2026-04-30,32.97
e1eb1d25-67e7-48fb-b861-bbbefbf32961,Bradford,BURGER-01,2,10.99,2026-05-01 04:45:03.223708,2026-05-01,21.98
3977885c-6cd2-4434-bbe6-ceff710f949a,Bradford,DRINK-04,5,3.49,2026-03-30 17:22:24.477665,2026-03-30,17.45
921e4a2d-1f1c-4e98-9515-a46b2df4667a,Leeds-Central,BURGER-01,3,10.99,2026-05-09 08:29:28.240147,2026-05-09,32.97
f83434f4-3352-413f-bebb-5e81c080f0c1,Leeds-Central,PIZZA-02,4,12.99,2026-03-24 17:17:58.150490,2026-03-24,51.96
61e04cea-1ebf-4077-a326-22be6f98f370,Bradford,PIZZA-02,4,12.99,2026-04-24 21:31:26.506574,2026-04-24,51.96
860d41f4-996f-4644-97fa-d2201e6f6683,Harrogate,WRAP-03,1,7.99,2026-03-15 10:33:41.438051,2026-03-15,7.99
d710bb61-a54f-4a0c-ae43-294b7f4065d9,Bradford,SIDE-05,3,3.99,2026-04-05 05:39:49.828853,2026-04-05,11.97
185dd08f-4d46-4411-8c9a-8581e307f11e,Leeds-Central,BURGER-01,4,10.99,2026-04-06 04:28:46.937983,2026-04-06,43.96
19f63152-f95a-4576-911c-ef577cd41737,Bradford,WRAP-03,5,7.99,2026-04-19 09:40:36.305185,2026-04-19,39.95
6711f45a-2655-4f57-bd96-57f33886fd3e,Harrogate,WRAP-03,4,7.99,2026-05-01 13:40:20.179749,2026-05-01,31.96
96e2260a-3cdd-424d-8a85-4b874e4ebf01,Bradford,WRAP-03,3,7.99,2026-05-08 05:48:37.826696,2026-05-08,23.97
22c1d0a8-ac61-41dd-9db1-a19a64006fde,Harrogate,WRAP-03,4,7.99,2026-03-06 00:20:17.130081,2026-03-06,31.96
ece5a2ce-a05e-46d3-89f9-cd57a9371f67,Leeds-Central,BURGER-01,2,10.99,2026-04-05 03:50:37.124741,2026-04-05,21.98
0cd2212e-7d52-4bcc-a9fe-5c98f0e0c302,Harrogate,BURGER-01,4,10.99,2026-05-11 12:01:31.676914,2026-05-11,43.96
912ecc39-5032-446d-8829-060fbcefa70a,Leeds-Central,BURGER-01,2,10.99,2026-05-03 08:29:49.353034,2026-05-03,21.98
b5e57144-ae5e-4d29-8a97-7d2eda098c9d,Harrogate,PIZZA-02,4,12.99,2026-04-20 04:27:48.426476,2026-04-20,51.96
607c08f3-d384-4293-a508-029e09a67384,Leeds-Central,PIZZA-02,4,12.99,2026-05-11 22:13:24.717451,2026-05-11,51.96
f74e5a19-faf1-4b38-98ac-7c61830c488a,Leeds-Central,DRINK-04,2,3.49,2026-03-12 15:32:25.039000,2026-03-12,6.98
34969157-53eb-476a-b300-21b5eaa6ec67,Bradford,BURGER-01,4,10.99,2026-04-28 10:11:06.409712,2026-04-28,43.96
51d54dfd-cb43-4ecc-a52d-862a0bfe2084,Leeds-Central,SIDE-05,3,3.99,2026-04-26 02:48:51.909008,2026-04-26,11.97
a71da029-1e94-4e24-a186-40cd27b162d7,Leeds-Central,BURGER-01,3,10.99,2026-03-03 09:18:10.635325,2026-03-03,32.97
aefea81d-4716-4089-8d48-d633a050f5bb,Harrogate,WRAP-03,4,7.99,2026-04-25 16:57:40.746579,2026-04-25,31.96
a1e920ce-8d06-4d9c-bdb3-02e8eb11d915,Harrogate,BURGER-01,1,10.99,2026-03-03 20:26:53.252570,2026-03-03,10.99
5b3e4a25-795a-4b76-a023-b8cda5438c4e,Bradford,DRINK-04,4,3.49,2026-02-19 04:32:07.422918,2026-02-19,13.96
9a6fb60a-66e2-4d34-b2a0-f7894dadf649,Bradford,WRAP-03,1,7.99,2026-04-09 03:03:33.544549,2026-04-09,7.99
3cb178f6-a749-4047-8e1f-b6652161c7c4,Leeds-Central,WRAP-03,5,7.99,2026-04-10 20:28:51.694963,2026-04-10,39.95
c452b809-b352-41ac-9736-bdc4da499c31,Bradford,PIZZA-02,2,12.99,2026-04-12 17:50:46.189386,2026-04-12,25.98
ab156686-c0dd-41ce-a8b0-b2eec5a5cce6,Bradford,PIZZA-02,3,12.99,2026-04-08 01:11:07.661456,2026-04-08,38.97
ab48190b-b71b-4fdd-95cd-a87da39ee4a5,Leeds-Central,SIDE-05,4,3.99,2026-03-18 07:14:42.688839,2026-03-18,15.96
55d08e1c-4d60-4afe-9d2f-817693ef74c2,Leeds-Central,BURGER-01,5,10.99,2026-03-07 12:29:27.176950,2026-03-07,54.95
63bedbf1-fe65-4d08-b62a-c042f8eaa578,Harrogate,DRINK-04,3,3.49,2026-03-28 13:54:13.252952,2026-03-28,10.47
a9684eeb-e47a-46c5-9bc1-49815bd232ad,Leeds-Central,BURGER-01,4,10.99,2026-04-24 10:18:38.154899,2026-04-24,43.96
6b82c603-a6c2-49e4-94ee-85b78fc4a8c7,Harrogate,WRAP-03,5,7.99,2026-05-09 11:30:31.876862,2026-05-09,39.95
c73d3e28-004d-4431-880b-5cb103cc2251,Bradford,WRAP-03,3,7.99,2026-05-10 20:18:37.622782,2026-05-10,23.97
75bdee63-27d5-4df3-9804-a962d12ac7d6,Bradford,WRAP-03,5,7.99,2026-04-29 04:48:58.628850,2026-04-29,39.95
0461d170-ff63-4a69-b4ad-ff31a8411958,Harrogate,BURGER-01,1,10.99,2026-04-05 22:39:57.020616,2026-04-05,10.99
322a974b-c1be-424a-b12b-fb48062e6e4e,Leeds-Central,SIDE-05,3,3.99,2026-03-16 10:03:19.223267,2026-03-16,11.97
f3429e71-c2a3-4cc8-b04d-73989effb88a,Harrogate,DRINK-04,1,3.49,2026-03-08 03:25:20.280845,2026-03-08,3.49
b66e1618-6e0f-4772-90d7-6df096069ce4,Bradford,BURGER-01,5,10.99,2026-03-04 16:51:34.983006,2026-03-04,54.95
582093ea-1db2-4c5c-a8a9-83851ea91a67,Bradford,SIDE-05,3,3.99,2026-03-07 16:40:18.234260,2026-03-07,11.97
273ff8e8-111a-4a4b-a3dc-72e6a4b5f208,Leeds-Central,DRINK-04,5,3.49,2026-04-23 04:57:14.949549,2026-04-23,17.45
39e5e7d9-3cdd-49a1-80fe-c2a01dfe70ec,Leeds-Central,SIDE-05,5,3.99,2026-02-21 09:26:47.265611,2026-02-21,19.95
039b1d09-50f5-4f72-9e59-ef2dfef4e582,Leeds-Central,WRAP-03,4,7.99,2026-03-31 22:49:48.950995,2026-03-31,31.96
8208f568-ce83-49de-82d3-5ebd7604502e,Leeds-Central,SIDE-05,1,3.99,2026-04-01 00:52:27.214295,2026-04-01,3.99
f8d95e70-5970-4fe1-bec7-8ee1267281b0,Bradford,WRAP-03,1,7.99,2026-04-18 03:37:04.660298,2026-04-18,7.99
b23d98a2-d348-4407-b7bd-14407fbd1a44,Harrogate,PIZZA-02,2,12.99,2026-04-07 21:16:59.059273,2026-04-07,25.98
ea735bae-e423-4fc3-9600-4e266ee83632,Bradford,WRAP-03,2,7.99,2026-03-13 06:41:56.955061,2026-03-13,15.98
040b3863-8caf-4bf4-aa42-b1cf7df9548a,Harrogate,PIZZA-02,3,12.99,2026-02-21 10:06:29.755276,2026-02-21,38.97
62a349d4-73c5-4e86-ac7e-284334b4e914,Bradford,PIZZA-02,2,12.99,2026-04-17 20:30:07.509934,2026-04-17,25.98
c00534a6-eed7-4b44-a6a3-2163560784a9,Leeds-Central,BURGER-01,1,10.99,2026-04-09 04:48:24.889542,2026-04-09,10.99
0fd70720-e5c5-4e3b-a4dc-c5729199106b,Bradford,WRAP-03,5,7.99,2026-02-22 19:39:51.678822,2026-02-22,39.95
26a39b28-b160-45c3-81d7-9650fb4bf91e,Harrogate,PIZZA-02,2,12.99,2026-04-17 08:25:11.539226,2026-04-17,25.98
1bd943d8-8852-43f3-9474-e5ca21a47942,Bradford,WRAP-03,1,7.99,2026-02-21 09:48:17.456103,2026-02-21,7.99
e7513270-1da9-49af-ae4c-3692f131e798,Bradford,SIDE-05,1,3.99,2026-05-06 17:02:48.218831,2026-05-06,3.99
5e6f0cde-c0ec-4b7e-b27a-9af40e7117a0,Leeds-Central,DRINK-04,4,3.49,2026-04-24 17:57:06.935142,2026-04-24,13.96
313d5b04-b3e4-45ac-8f78-51db3d1f4ee4,Bradford,BURGER-01,4,10.99,2026-05-11 12:22:14.638093,2026-05-11,43.96
02b536ac-39a2-442f-bd24-374c6061e727,Harrogate,WRAP-03,4,7.99,2026-04-13 20:26:26.030183,2026-04-13,31.96
4612f089-b9cc-4b8c-a5d9-5a114ad6f4e2,Bradford,PIZZA-02,3,12.99,2026-03-24 14:12:55.282522,2026-03-24,38.97
a59be05c-8f19-4689-b81f-ab13fdb2a490,Bradford,BURGER-01,5,10.99,2026-05-14 17:23:41.152037,2026-05-14,54.95
e0ebe132-a7af-44f6-b8cb-82a20bbdbbd2,Bradford,PIZZA-02,1,12.99,2026-03-20 20:20:36.837564,2026-03-20,12.99
7946eb7f-ebf5-4513-b3fc-8cec704efdb3,Bradford,DRINK-04,3,3.49,2026-04-12 17:32:14.594284,2026-04-12,10.47
aef62eec-dcc6-4ccf-97a2-8dd7d64444da,Leeds-Central,DRINK-04,1,3.49,2026-03-06 18:02:29.359407,2026-03-06,3.49
609cb263-d697-4db8-8e70-59b166626f5a,Leeds-Central,SIDE-05,4,3.99,2026-05-15 05:14:01.762336,2026-05-15,15.96
d99f63e6-f505-4f81-b0db-22e70cac7104,Bradford,SIDE-05,3,3.99,2026-04-23 23:07:36.769557,2026-04-23,11.97
79ddaab8-0c42-49cc-ab74-681b80060f9e,Leeds-Central,DRINK-04,2,3.49,2026-04-02 16:39:05.029755,2026-04-02,6.98
79840abf-fe18-455a-9174-0c7b75575f97,Bradford,DRINK-04,3,3.49,2026-02-24 18:06:48.422399,2026-02-24,10.47
9c30ec13-338a-49ec-85db-3f735d8573a7,Harrogate,BURGER-01,3,10.99,2026-03-05 12:46:18.431127,2026-03-05,32.97
579455e9-8744-482e-8b6b-cf527764ba9f,Bradford,DRINK-04,2,3.49,2026-04-05 15:36:51.471038,2026-04-05,6.98
eb380d98-0058-483f-89a6-aa2cfbcba693,Bradford,SIDE-05,5,3.99,2026-03-02 04:02:55.531193,2026-03-02,19.95
bbd55a98-fe55-4c78-8a4c-ec06935dfad9,Leeds-Central,BURGER-01,1,10.99,2026-05-07 11:21:38.378551,2026-05-07,10.99
88469d04-930d-4209-9578-2396b76991e5,Bradford,PIZZA-02,1,12.99,2026-03-14 01:07:49.082761,2026-03-14,12.99
493164f2-bbcb-45b2-93b2-c2ee2ce69d6b,Bradford,PIZZA-02,1,12.99,2026-04-14 21:40:01.777183,2026-04-14,12.99
ab05f337-2fdd-4727-9281-a4cfef021d97,Leeds-Central,SIDE-05,1,3.99,2026-03-14 09:39:17.468441,2026-03-14,3.99
d4865c77-86aa-4811-9d00-46fc1f24f79b,Harrogate,SIDE-05,5,3.99,2026-03-07 09:13:30.250402,2026-03-07,19.95
32c30670-6245-4244-be9d-f8990dc6909a,Harrogate,SIDE-05,3,3.99,2026-04-01 21:24:48.383161,2026-04-01,11.97
797c470c-9c59-4b15-9de8-fd1f4ac65a2b,Bradford,DRINK-04,3,3.49,2026-04-06 02:22:59.360547,2026-04-06,10.47
20bc6988-c24e-4c11-84f2-babb3ea7ee4a,Bradford,SIDE-05,1,3.99,2026-04-01 02:47:44.944716,2026-04-01,3.99
fe802760-64e9-47be-bcc0-db8554dd4746,Bradford,SIDE-05,4,3.99,2026-03-31 12:49:38.570649,2026-03-31,15.96
9a7293ad-48ec-4929-b0ff-00cf38dbb997,Harrogate,SIDE-05,1,3.99,2026-05-10 06:00:07.364727,2026-05-10,3.99
e51d2134-a7eb-42e2-9e47-6014fede1e07,Leeds-Central,DRINK-04,4,3.49,2026-05-03 08:01:34.647498,2026-05-03,13.96
5b3a4909-6761-4624-92ce-8a23169ffc8b,Bradford,PIZZA-02,5,12.99,2026-04-12 12:42:50.352295,2026-04-12,64.95
2d8350e9-420b-4be9-9d4c-4096882c32a1,Leeds-Central,DRINK-04,5,3.49,2026-03-22 18:55:37.922799,2026-03-22,17.45
97abd23c-b60a-4620-aae8-b179fdca3eac,Bradford,PIZZA-02,5,12.99,2026-05-06 13:01:47.997183,2026-05-06,64.95
a82681da-7490-47c1-9b6f-45b3f3622bb5,Bradford,DRINK-04,4,3.49,2026-04-13 00:28:19.776266,2026-04-13,13.96
69f251c4-91df-40c6-99a2-cf79d7abaead,Bradford,PIZZA-02,3,12.99,2026-04-01 10:07:02.626908,2026-04-01,38.97
67ec7472-65d0-484b-9758-180f8fb822e1,Leeds-Central,PIZZA-02,5,12.99,2026-04-29 10:50:44.102448,2026-04-29,64.95
ca2c495a-0c84-410b-8f23-af2d80624523,Harrogate,SIDE-05,2,3.99,2026-05-01 19:01:10.032130,2026-05-01,7.98
f81219cc-f7ae-475e-b134-f36f6330182c,Harrogate,BURGER-01,4,10.99,2026-03-11 14:20:57.493817,2026-03-11,43.96
71fbdc3b-38db-4239-b0e9-dba1d14a439f,Bradford,DRINK-04,3,3.49,2026-04-30 00:11:19.413114,2026-04-30,10.47
db5526d1-3333-47ec-8883-84d0474a730f,Leeds-Central,DRINK-04,1,3.49,2026-02-19 07:36:49.702720,2026-02-19,3.49
012319b7-a275-43ed-ac15-e25b39010be4,Harrogate,SIDE-05,3,3.99,2026-03-22 19:02:05.926727,2026-03-22,11.97
a522bf03-7a9e-4007-ac09-a1b4d18136c0,Harrogate,SIDE-05,1,3.99,2026-04-28 17:10:12.530641,2026-04-28,3.99
822da8ee-9cf8-467e-977c-a63bb0051bfc,Bradford,BURGER-01,3,10.99,2026-05-14 09:12:01.506140,2026-05-14,32.97
b32226dd-a88b-4c03-97b4-54c930438788,Leeds-Central,DRINK-04,5,3.49,2026-05-01 02:21:07.785488,2026-05-01,17.45
0db89463-5033-4de4-905c-c18927de8957,Harrogate,DRINK-04,2,3.49,2026-04-12 02:43:13.622644,2026-04-12,6.98
2c731526-0c9d-46ad-afc5-b2f71c99fa9a,Harrogate,SIDE-05,2,3.99,2026-04-30 18:21:15.182274,2026-04-30,7.98
dc9f1116-00c6-4b47-bde7-c84b2f87bc18,Harrogate,WRAP-03,1,7.99,2026-04-19 06:27:35.143259,2026-04-19,7.99
2b383a15-1906-48b3-aca9-061ddda2063a,Leeds-Central,PIZZA-02,2,12.99,2026-03-12 23:18:48.290008,2026-03-12,25.98
0ff103b0-366d-4a09-93ee-c1f099a0b725,Bradford,PIZZA-02,2,12.99,2026-05-04 11:15:26.030692,2026-05-04,25.98
8d85853f-cfe6-4e11-aada-ae69ccbe77fe,Leeds-Central,WRAP-03,4,7.99,2026-03-25 06:08:22.374897,2026-03-25,31.96
0c2d5097-422f-456d-a515-b8f9ff5aea08,Leeds-Central,PIZZA-02,2,12.99,2026-04-01 07:34:35.461248,2026-04-01,25.98
6edd0046-d31f-4bf3-bb77-6a8272d7df68,Harrogate,SIDE-05,5,3.99,2026-02-23 17:28:42.275608,2026-02-23,19.95
e3b11cb0-24c4-4b91-bbbe-d70abff98950,Leeds-Central,DRINK-04,5,3.49,2026-03-31 15:24:33.887872,2026-03-31,17.45
9f6c7c70-f095-40ad-a419-5c6c68df425f,Leeds-Central,SIDE-05,4,3.99,2026-02-22 14:11:39.403312,2026-02-22,15.96
12f90050-1d18-4b36-8506-f90779b2833a,Leeds-Central,PIZZA-02,1,12.99,2026-04-15 09:47:44.923957,2026-04-15,12.99
5d3a3be6-1a9f-45eb-8487-af5ea9fe733d,Leeds-Central,WRAP-03,3,7.99,2026-02-24 14:09:34.701916,2026-02-24,23.97
89a449d0-6bd5-4276-b691-44e2474d1881,Bradford,DRINK-04,1,3.49,2026-05-11 18:29:17.060902,2026-05-11,3.49
0fbbd6f4-647e-4107-9f06-c219fe47ed1a,Leeds-Central,SIDE-05,5,3.99,2026-04-07 02:55:12.416472,2026-04-07,19.95
15b45148-68d2-4be8-8c49-cf7de2342ebe,Harrogate,BURGER-01,1,10.99,2026-03-06 06:13:59.888307,2026-03-06,10.99
060a32fe-a3ed-46f7-a989-cced418ad00f,Leeds-Central,BURGER-01,4,10.99,2026-04-22 09:34:25.692628,2026-04-22,43.96
f2dccbfe-e919-48eb-87af-6154d2d3cc3f,Bradford,BURGER-01,5,10.99,2026-03-13 21:32:23.107565,2026-03-13,54.95
5dbb1136-4ea4-45b3-a91e-9d15a18c2b4c,Harrogate,WRAP-03,1,7.99,2026-04-21 18:40:41.177142,2026-04-21,7.99
80d48a25-82e1-482f-a96a-c51fb0ba2fd1,Leeds-Central,DRINK-04,1,3.49,2026-05-04 13:06:44.603846,2026-05-04,3.49
3049d7d4-a4b3-4330-9813-41e6e1c4e3df,Leeds-Central,WRAP-03,4,7.99,2026-03-25 17:24:17.734800,2026-03-25,31.96
dc7a30a8-4f39-4f30-a96e-c4e4a37ca302,Harrogate,DRINK-04,2,3.49,2026-03-26 16:17:41.058217,2026-03-26,6.98
995f2d66-2bde-4a3b-bfd2-6552b6d2dab3,Leeds-Central,SIDE-05,3,3.99,2026-05-11 06:27:12.822037,2026-05-11,11.97
281935d7-464f-4599-b2d7-9c8c08be5c42,Leeds-Central,DRINK-04,4,3.49,2026-04-19 05:43:48.604629,2026-04-19,13.96
69414c4f-862f-493c-8ece-bee767de8988,Leeds-Central,WRAP-03,4,7.99,2026-05-04 00:14:30.766695,2026-05-04,31.96
32c114fe-7bc4-4cc6-b977-1498ee54c30e,Harrogate,SIDE-05,1,3.99,2026-04-21 03:13:55.393222,2026-04-21,3.99
a42d78bc-8ee1-4e26-81c1-fdc4a7627c51,Leeds-Central,SIDE-05,2,3.99,2026-04-17 01:00:08.299768,2026-04-17,7.98
8318c4e7-69a4-4cc9-8494-7d3ecc5be83b,Harrogate,PIZZA-02,2,12.99,2026-04-01 22:25:24.151635,2026-04-01,25.98
9500e04a-6561-41ee-a1d1-e1535efc843b,Harrogate,SIDE-05,5,3.99,2026-04-23 15:44:12.788256,2026-04-23,19.95
5213e071-87c0-4db8-9296-eddc653d8ba4,Harrogate,WRAP-03,2,7.99,2026-03-22 09:27:25.294278,2026-03-22,15.98
58c32250-86bb-45aa-86ee-e38ae5fc9b56,Leeds-Central,DRINK-04,2,3.49,2026-03-31 19:58:45.680224,2026-03-31,6.98
e58de468-a4f1-4f9a-837b-ab3d7a43b723,Leeds-Central,PIZZA-02,5,12.99,2026-04-26 15:26:12.079954,2026-04-26,64.95
